Record,Date,UTC Time,recipeName,pvcSet,pvcMeasured,caco3Set,caco3Measured,feeder3Set,feeder3Measured,feeder4Set,feeder4Measured,feeder5oilSet,feeder5OilMeasured,feeder6OilSet,feeder6OilMeasured,feeder7Set,currentBatch,batches
       255, 3/08/2024,12:49:49,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.035000E+01,   5.615000E+01,   5.638000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.070000E+00,   5.560000E+01,   5.554000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     3,     2
       256, 3/08/2024,13:56:29,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.049000E+01,   5.615000E+01,   5.638000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.120000E+00,   5.560000E+01,   5.567000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       257, 3/08/2024,14:13:09,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.070000E+01,   5.615000E+01,   5.599000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.010000E+00,   5.560000E+01,   5.556000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       258, 3/08/2024,14:32:55,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.074000E+01,   5.615000E+01,   5.682000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.090000E+00,   5.560000E+01,   5.571000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       259, 3/08/2024,14:46:07,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.043999E+01,   5.615000E+01,   5.629000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.170000E+00,   5.560000E+01,   5.639000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       260, 3/08/2024,15:09:11,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.052999E+01,   5.615000E+01,   5.674000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.150000E+00,   5.560000E+01,   5.664000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       261, 3/08/2024,15:26:34,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.077000E+01,   5.615000E+01,   5.621000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   2.990000E+00,   5.560000E+01,   5.661000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       262, 3/08/2024,15:53:10,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.067000E+01,   5.615000E+01,   5.664000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.090000E+00,   5.560000E+01,   5.604000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       263, 3/08/2024,16:06:31,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.052000E+01,   5.615000E+01,   5.650000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.070000E+00,   5.560000E+01,   5.660000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       264, 3/08/2024,16:38:22,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.059000E+01,   5.615000E+01,   5.450000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.090000E+00,   5.560000E+01,   5.618000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     0
       265, 3/08/2024,16:54:42,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   7.980000E+01,   8.066000E+01,   5.615000E+01,   5.668000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,   3.080000E+00,   5.560000E+01,   5.684000E+01,   0.000000E+00,   0.000000E+00,   3.000000E+00,     2,     1
       266, 3/08/2024,17:58:59,"O-40 7001 GREY R 2024-CA4"                                                                                                                                                                                                                                     ,   4.000000E+01,   4.098000E+01,   2.800000E+01,   2.824000E+01,   0.000000E+00,   0.000000E+00,   1.500000E+00,   1.480000E+00,   2.860000E+01,   2.947000E+01,   0.000000E+00,   0.000000E+00,   1.500000E+00,     2,     0
